NPRI ID,Facility name,Company name,Address,City,Province,PostalCode,Latitude,Longitude,Emissions,Units,Facility details,Facility information,Report year
21717,08-10-055-11w5m Niton,Journey Energy Inc.,,Calgary,Alberta,,53.7357,-115.540813,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321717&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21717,2022
21722,Olds 16-33-030-01w5 Mwb,Whitecap Resources Inc.,,N/A,Alberta,,51.6183,-114.075,39.85,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321722&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21722,2022
21723,Ghost Pine 6-21,Pengrowth Energy Corporation,,Calgary,Alberta,T2P0M5,51.669,-113.2086,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321723&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2016/21723,2022
21724,Olds 6-9,NAL Resources Management,,Olds,Alberta,T0M0W0,51.7277,-114.0873,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321724&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/21724,2022
21725,Olds 8-18,Pengrowth Energy Corporation,,Calgary,Alberta,T2P0M5,51.7423,-114.1229,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321725&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2016/21725,2022
21732,Swalwell 6-11,Pengrowth Energy Corporation,,Buoyant,Alberta,,51.4651,-113.5591,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321732&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/21732,2022
21734,Twining 10-11 Ggs,Alphabow Energy Ltd.,,Three Hills,Alberta,,51.7308,-113.1555,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321734&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/21734,2022
21735,Twining Gp 4-33,Pine Cliff Energy Ltd.,,Three Hills,Alberta,,51.6944,-113.2144,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321735&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2020/21735,2022
21740,Onward Heavy Oil Mwb 03-11-034-24w3,Baytex Energy Ltd,,N/A,Saskatchewan,,51.89797,-109.3029,1.82,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321740&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21740,2022
21746,8-11 Gas Injection Facility,Canlin Energy Corporation,,N/A,Alberta,,53.036,-116.2211,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321746&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/21746,2022
21751,Coalspur Battery 9-27,Canlin Energy Corporation,,,Alberta,,53.1614,-116.9735,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321751&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2018/21751,2022
21753,Gilby 2-27 Gas Plant,Canlin Energy Corporation,,Gilby,Alberta,,52.4701,-114.3464,7.4,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321753&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21753,2022
21754,Peyto Nosehill 11-21-055-20w5,Peyto Exploration and Development Corporation,,N/A,Alberta,,53.7683,-116.9154,296.51,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321754&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21754,2022
21755,Peyto Wildhay 04-21-055-23w5,Peyto Exploration and Development Corporation,,N/A,Alberta,,53.7611,-117.3675,203.08,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321755&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21755,2022
21786,Taqa Laprise B-40-E/94-H-5,Zargon Oil and Gas Ltd.,215 9 Avenue Southwest,Calgary,British Columbia,T2P 1K3,57.3604,-121.9969,163.61,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321786&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21786,2022
21794,Little Bow 4-16,Spyglass Resources Corp.,,,Alberta,,50.1663,-112.686,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321794&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2015/21794,2022
21801,Huxley South Battery 12-22-034-24w4m,Pine Cliff Energy Ltd.,,,Alberta,,51.8782,-113.3593,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321801&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2020/21801,2022
21802,Penhold Central Battery 15-29,Lynx Energy Ulc,,Penhold C,Alberta,,52.1247,-113.6772,37.53,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321802&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21802,2022
21803,Penhold North Compresor Station 11-33,Lynx Energy Ulc,,Penhold N,Alberta,,52.223,-113.6593,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321803&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/21803,2022
21806,Twining Battery 09-33,Lynx Energy Ulc,,Twining,Alberta,,51.7871,-113.3357,28.39,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321806&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21806,2022
21819,Morinville Ob 6-32-55-25w4,Response Energy Corp.,,Morinville,Alberta,T8R 0B3,53.7907,-113.6725,0.46,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321819&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21819,2022
21830,Burnt Timber Jct A Sep & Flow Split,Canlin Energy Corporation,,,Alberta,,51.5473,-115.0654,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321830&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/21830,2022
21835,Aerial_battery (16-18),Taqa North Ltd.,,Aerial/Drumheller,Alberta,,51.487,-112.5161,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321835&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/21835,2022
21840,Pembina Blue Rapids 04-08-047-09w5,Taqa North Ltd.,,Pembina,Alberta,,53.0342,-115.2908,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321840&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2020/21840,2022
21844,Feerier_comp_stn (7-11),Taqa North Ltd.,,N/A,Alberta,,52.514,-115.0422,4.88,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321844&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21844,2022
21848,Ascentex Joffre 11-29,Signalta Resources Ltd.,,Joffre,Alberta,T2P3E5,52.3848,-113.7132,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321848&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/21848,2022
21853,Nevis Gas Battery 12-30,Questfire Energy Corp,,,Alberta,,52.2993,-112.9815,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321853&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/21853,2022
21855,Navigo Nevis 4-24-38-21w4 Gs,Spark Infrastructure Corp.,,Stettler County No. 6,Alberta,,52.2775,-112.8629,25.19,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321855&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21855,2022
21858,P-08,Aecon Transportation West,,Paulson Pit,Saskatchewan,,50.080601,-110.768997,12.75,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321858&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21858,2022
21859,P-09,Aecon Transportation West,,Towers Pit,Alberta,,50.253864,-112.831093,27.4,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321859&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21859,2022
21863,Suncor Energy Inc Cs 07-29,Canlin Energy Corporation,,,Alberta,,52.5577,-115.9772,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321863&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2020/21863,2022
21871,Lynx,Pieridae Alberta Production Ltd.,,Calgary,Alberta,,54.1757,-119.5344,26.47,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321871&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21871,2022
21873,Oldman 11-29 Compressor Station (Npri),Repsol Oil & Gas Canada Inc.,,N/A,Alberta,,53.8703,-117.0888,35.19,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321873&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21873,2022
21875,Tlm Sukunka B-2-E - BCcs7447,Talisman Energy,,,British Columbia,,55.3343,-121.899,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321875&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/21875,2022
21882,Chauvin Custom Treating Facility 13-22-042-02w4m,Teine Energy Ltd.,238 Terminal Road,Chauvin,Alberta,T0B 0V0,52.634,-110.2091,2.2,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321882&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21882,2022
21888,Candiac Comp Stn,TransCanada Pipelines Limited,N/A,N/A,Quebec,,45.3137,-73.4829,35.03,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321888&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21888,2022
21900,Rowley Comp Station 04-14,Trident Exploration Corp,,,Alberta,,51.6518,-112.7231,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321900&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/21900,2022
21901,Sandhills Sweet Gas Plant 07-25,Trident Exploration Corp,,,Alberta,,54.3873,-114.7531,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321901&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/21901,2022
21902,Scollard Gas Battery 16-30,Trident Exploration Corp,,,Alberta,,51.9501,-112.8054,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321902&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/21902,2022
21904,Wimborne Sweet Gas Plant 11-21,Trident Exploration Corp,,,Alberta,,51.8482,-113.7582,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321904&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/21904,2022
21907,Karr Oil Swb 06-14-065-02w6,Paramount Resources Ltd.,,N/A,Alberta,,54.6234,-118.1922,0.72,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321907&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21907,2022
21908,Chevron Kaybob 10-34,Trilogy Resources Ltd.,,Bhlu #1,Alberta,,54.496,-116.7837,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321908&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2016/21908,2022
21911,Para Kaybob 12-10-064-19w5,Paramount Resources Ltd.,,,Alberta,,54.5251,-116.7962,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321911&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2018/21911,2022
21914,Presley Gas Battery 03-29-059-19w5,Paramount Resources Ltd.,,N/A,Alberta,,54.1251,-116.8167,656.96,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321914&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21914,2022
21922,Inverness Oil Battery 04-29,Spartan Delta Corp.,,N/A,Alberta,,52.6414,-115.1258,15.6,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321922&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21922,2022
21924,Merry Flat Comp Station 07-22,Bellatrix Exploration Ltd.,,,Saskatchewan,,49.4854,-109.8247,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321924&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/21924,2022
21928,Morningside Compressor,Vermilion Energy Inc.,,Township 042,Alberta,,52.583,-113.734,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321928&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2016/21928,2022
21930,West Pembina Compressor,Vermilion Energy Inc.,,Township 049,Alberta,,53.223,-115.973,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321930&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/21930,2022
21943,Chigwell Compressor Station 02-03,Lynx Energy Ulc,,Chigwell,Alberta,,52.5793,-113.5135,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321943&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/21943,2022
21944,New Norway Compressor Station 13-09,Lynx Energy Ulc,,New Norway,Alberta,,52.8687,-113.1424,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321944&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/21944,2022
21948,Saskatoon Branch - 103rd St.,Doepker Industries Ltd.,240 103rd Street Street East,Saskatoon,Saskatchewan,S7N 1Y7,52.13,-106.595,2,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321948&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21948,2022
21954,Spyhill,Heidelberg Materials Canada Limited,7555 112th Avenue Northwest,Spyhill,Alberta,T2G 1Y8,51.1576,-114.1916,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321954&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21954,2022
21955,Villeneuve,Heidelberg Materials Canada Limited,54309 44 Highway,Villeneuve,Alberta,T8N 1M8,53.6786,-113.8046,45.1,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321955&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21955,2022
21956,Cadomin Quarry,Heidelberg Materials Canada Limited,10 PO Box,Cadomin,Alberta,T0E 0E0,53.0072,-117.3272,15.67,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321956&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21956,2022
21963,"Lafarge Canada Inc., Northwest Division, Lacombe Pit",Lafarge Canada Inc. - West,,Lacombe,Alberta,,52.4941,-113.852,27.2,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321963&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21963,2022
21972,Home Leismer Gas Gathering,Devon Canada Corporation,,Leismer,Alberta,,55.6845,-111.0115,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321972&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2018/21972,2022
21973,Anderson Gas Battery 15-03-081-04w6,Canadian Natural Resources Limited,,,Alberta,,55.998,-118.5322,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321973&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/21973,2022
21974,Mobil Garth 12-6,Devon Canada Corporation,,Iron River Op,Alberta,,54.5184,-110.905,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321974&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2015/21974,2022
21975,Cecil Sour Gas Plant 08-15-084-08w6,Canadian Natural Resources Limited,,N/A,Alberta,,56.2797,-119.168,21.92,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321975&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21975,2022
21976,Devon Aog Corporation Cs 15-04,Canadian Natural Resources Limited,,,Alberta,,54.8633,-119.0017,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321976&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/21976,2022
21977,Devon Narraway 10-08,Devon Canada Corporation,,Narraway,Alberta,,54.3521,-119.4601,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321977&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/21977,2022
21981,Torc Vista Midale Oil Battery 16-36-005-10w2,TORC Oil & Gas Ltd.,,,Saskatchewan,,49.4336,-103.2201,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321981&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/21981,2022
21985,Certus 06-20-038-04-W5 Battery,Btg Energy Inc,635 8th Avenue Southwest,Calgary,Alberta,T2P 3M3,52.28077,-114.54032,54.1,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321985&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/21985,2022
21987,Horidi Comp Stn 06-10,AltaGas Ltd.,,,Alberta,,54.5188,-110.375,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321987&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2018/21987,2022
21992,Acme Gas Battery 16-07,AltaGas Ltd.,,,Alberta,,54.0296,-110.7881,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321992&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/21992,2022
21996,Gadsby Sales Compressor 05-03,Ember Resources Inc.,,Stettler,Alberta,,52.1482,-112.7863,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321996&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/21996,2022
21997,06-04-040-21w4 Bashaw,Ember Resources Inc.,,Mirror,Alberta,,52.4101,-112.9697,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0321997&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2015/21997,2022
22000,Oak Waterflood,Quattro Exploration & Production Ltd.,,Fort St. John,British Columbia,,56.4854,-120.6368,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322000&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2015/22000,2022
22003,Claresholm 14-31-011-26w4,Ember Resources Inc.,,Redcliff,Alberta,,49.9586,-113.5437,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322003&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/22003,2022
22005,16-18-36-19-W4m Gadsby,Ember Resources Inc.,,Stettler,Alberta,,52.0963,-112.7012,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322005&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2015/22005,2022
22008,Kisbey Sour Gas Plant 05-13,Steel Reef Infrastructure Corp.,,Kisbey,Saskatchewan,S0C 1L0,49.6446,-102.7034,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322008&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2021/22008,2022
22009,South Kaybob 06-19,Hwn Energy Ltd.,,Whitecourt,Alberta,,54.1976,-116.6855,52.69,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322009&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/22009,2022
22010,Pembina Compressor Station 05-21-047-10w5,Baytex Energy Ltd,,N/A,Alberta,,53.0668,-115.4122,98.18,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322010&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/22010,2022
22011,Garden Plains Compressor 09-35-033-13w4,Baytex Energy Ltd,,Garden Plains,Alberta,,51.8763,-111.7327,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322011&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/22011,2022
22016,Lanaway 2-20-36-3w5,Bonavista Energy Corporation,,Lanaway,Alberta,,52.1025,-114.3905,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322016&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/22016,2022
22017,Orion S Caroline Sundre,Bonavista Energy Corporation,,Sca Nop N,Alberta,,51.9279,-114.5388,221.25,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322017&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/22017,2022
22019,Belair Kakwa 4-27,Tourmaline Oil Corp,,,Alberta,,54.2996,-118.5205,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322019&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2019/22019,2022
22020,07-04-034-05 W5m Battery,Certus Oil and Gas Inc.,,Calgary,Alberta,,51.8878,-114.6473,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322020&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/22020,2022
22022,09-11-034-05 W5m Sundre Battery,Sitka Exploration Ltd.,,,Alberta,,50.755849,-112.159998,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322022&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/22022,2022
22026,Amoco Caroline 15-16,Bonavista Energy Corporation,,Sundre Nu,Alberta,,51.9242,-114.789,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322026&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/22026,2022
22027,Wapiti 03-30-066-07w6,Apache Canada Ltd.,,,Alberta,,54.735,-119.0465,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322027&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/22027,2022
22029,Bp Canada Energy Company Cs 07-20,Canadian Natural Resources Limited,,,Alberta,,54.8116,-118.8716,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322029&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/22029,2022
22038,Bonnie Glen 1-11-46-27w4,Canadian Natural Resources Limited,,Kirk Skocylas,Alberta,,52.9451,-113.8044,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322038&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/22038,2022
22041,Beauvallon W. 4-9-54-10w4,Canadian Natural Resources Limited,,Kirk Skocylas,Alberta,,53.6881,-111.3657,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322041&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/22041,2022
22051,Chard Compressor Station 10-02-080-06w4,Canadian Natural Resources Limited,,,Alberta,,55.8446,-111.0914,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322051&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2018/22051,2022
22053,Nevis Gas Battery 06-19-039-21w4,Canadian Natural Resources Limited,,N/A,Alberta,,52.3667,-113.0178,17,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322053&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/22053,2022
22064,Steelman Oil Battery 09-28-003-04w2,Canadian Natural Resources Limited,,N/A,Saskatchewan,,49.2409,-102.4797,0.54,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322064&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/22064,2022
22068,Mearon Gas Battery 10-19-094-12w6,Canadian Natural Resources Limited,,,Alberta,,57.1719,-119.9145,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322068&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2020/22068,2022
22071,Stoddart Comp Stn 11-08,Canadian Natural Resources Limited,,Mel Vollman,British Columbia,,56.4455,-120.966,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322071&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2014/22071,2022
22077,Nipisi Sweet Gas Plant 12-30-072-04w5,Canadian Natural Resources Limited,,N/A,Alberta,,55.2668,-114.613,79.36,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322077&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/22077,2022
22080,Monias Comp Stn 14-09,Canadian Natural Resources Limited,,,British Columbia,,56.0997,-121.2265,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322080&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2015/22080,2022
22086,Cnrl Midwinter A-013-F/094-P-15,Canadian Natural Resources Limited,,Ryan Tulloch,British Columbia,,59.8438,-120.7781,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322086&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2013/22086,2022
22087,Rigel Oil Battery A-014-A/094-A-15,Canadian Natural Resources Limited,,N/A,British Columbia,,56.7604,-120.5406,0.25,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322087&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/22087,2022
22094,Prespatou Comp Stn C-059-B (2),Canadian Natural Resources Limited,,N/A,British Columbia,,57.0479,-121.2344,37.92,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322094&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/22094,2022
22098,Buckinghorse Comp Stn D-044-A,Canadian Natural Resources Limited,,,British Columbia,,57.538,-122.5389,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322098&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2015/22098,2022
22099,Adsett Comp Stn D-053-G,Canadian Natural Resources Limited,,,British Columbia,,58.1316,-122.6529,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322099&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2017/22099,2022
22105,Kaybob 15-07-060-18w5 Gp,Whitecap Resources Inc.,,N/A,Alberta,,54.1795,-116.6856,,Tonnes (t),"http://indicators-map.canada.ca/App/Detail?id=0322105&GoCTemplateCulture=en-CA
",https://pollution-waste.canada.ca/national-release-inventory/2022/22105,2022
